user_id,article_1,article_2,article_3,article_4,article_5
200186,119534,215674,277492,183176,159938
200187,199197,313431,284547,198659,64329
200188,285343,336607,338015,286161,234189
200189,331116,218028,284583,96244,199474
200190,50864,233917,348111,65373,161160
200191,277107,336254,30389,352979,39894
200192,352979,39894,283009,336254,289003
200193,199197,272143,284547,271551,129029
200194,199197,162765,156560,337890,336476
200195,124194,284422,236189,123289,236951
200196,182394,272143,198659,175040,64329
200197,20691,284583,293513,336245,236610
200198,327379,336254,186369,361585,121784
200199,97670,99185,272851,166322,214258
200200,234698,156964,235870,300082,235616
200201,234698,336221,289090,235616,300082
200202,288320,336223,303180,59057,270229
200203,293513,158882,270607,96210,20691
200204,277107,289003,331116,336254,157478
200205,336254,277107,331116,289003,283009
200206,57616,284583,271262,313920,277067
200207,312820,313556,47887,289003,312804
200208,277107,289003,331116,57966,39894
200209,283392,284422,124350,236951,123289
200210,289003,207603,206785,209236,331116
200211,341731,316403,284583,20691,264403
200212,123826,293050,338340,124350,123564
200213,209013,181535,58619,205869,107066
200214,141323,289003,336254,166322,357554
200215,336221,156964,235870,234698,95716
200216,271262,284583,58580,236610,284773
200217,299147,58918,225463,298246,298187
200218,277107,336254,331116,289003,157478
200219,48552,331116,119383,48058,203175
200220,289003,277107,336254,283009,39894
200221,272143,175040,199198,100948,166142
200222,183176,284339,181585,159938,277492
200223,234698,203199,208237,235616,234269
200224,336221,234698,235616,336220,234269
200225,299767,178365,300755,32714,299834
200226,224804,14832,4011,5292,236882
200227,277492,70591,235854,128260,234698
200228,336254,289003,331116,157478,57966
200229,293513,20691,96210,271262,284583
200230,20691,96210,336245,307561,235854
200231,157332,218337,96077,156447,260859
200232,299767,178365,300755,32714,299834
200233,277107,336254,352979,331116,30389
200234,58580,225010,236566,283764,313920
200235,336254,277107,283009,289003,157478
200236,288827,39894,363916,73506,227586
200237,336221,234698,235870,289090,336220
200238,293301,276946,214800,58606,233478
200239,277492,354086,284096,128260,352901
200240,199197,272143,64329,308156,235230
200241,285648,286161,337746,107205,336607
200242,283392,284422,124350,140985,123289
200243,160940,337735,124749,96755,140528
200244,108855,293301,233717,257291,168623
200245,202381,157478,331116,202320,289003
200246,236610,271262,293513,20691,284583
200247,182394,272143,198659,175040,64329
200248,198659,199198,64329,324823,187065
200249,264771,161506,59057,141004,288320
200250,119534,277492,288435,183176,337192
200251,272143,199198,175040,156560,199197
200252,336254,283009,277107,39894,352979
200253,294107,30760,211442,234481,156279
200254,277492,128260,119534,337192,235854
200255,236610,20691,271262,293513,284583
200256,336221,234698,289090,64409,235616
200257,336254,277107,39894,289003,352979
200258,331116,336254,289003,57966,30389
200259,236610,284583,194289,293513,20691
200260,73413,,,,
200261,336221,234698,64409,187035,288321
200262,107205,336607,285648,182329,187065
200263,236610,336245,20691,96210,288440
200264,336254,289003,277107,283009,39894
200265,199197,272143,313431,64329,224075
200266,234698,336221,156964,64409,235870
200267,336254,289003,57966,113914,218028
200268,30987,201971,317775,32757,220605
200269,299389,118753,160417,42392,
200270,199197,162765,336476,235230,156560
200271,20691,96210,284583,96103,336245
200272,128260,336220,337192,277492,235854
200273,272143,199197,64329,156560,162765
200274,272143,257831,107039,149623,286161
200275,234698,95716,235870,315105,277491
200276,202355,331116,202559,218028,209236
200277,331116,218028,202355,199474,237822
200278,199474,293513,271262,331780,237822
200279,234698,336221,289090,336220,235616
200280,277107,336254,289003,331116,283009
200281,20691,336245,284583,337441,288440
200282,325175,284583,236610,324991,324445
200283,336476,123909,124194,25325,284422
200284,59057,336223,288320,31836,119193
200285,336254,283009,277107,39894,289003
200286,277107,336254,331116,289003,30389
200287,159938,119534,181585,277492,354086
200288,199197,162765,156560,337890,336476
200289,271262,284583,313920,293513,236610
200290,336254,39894,283009,277107,289003
200291,2303,140349,141448,237297,9032
200292,336221,234698,64409,95716,59057
200293,234698,336221,235870,277491,95716
200294,199197,5457,272143,162765,156560
200295,234698,336221,95716,235870,277491
200296,355168,355169,355155,225010,59219
200297,48941,48962,48605,48197,48500
200298,336254,289003,57966,331116,157478
200299,183176,277492,354086,128260,288435
200300,13811,324823,264233,353593,182394
200301,293513,20691,96210,285377,284583
200302,183176,119534,277492,128260,336220
200303,277107,289003,336254,283009,39894
200304,336220,128260,277492,235854,70591
200305,293114,293050,96755,284985,123826
200306,313242,313355,303831,313619,323949
200307,50494,363916,73506,156807,198605
200308,326859,182513,348134,272143,129029
200309,307317,128260,234698,277492,288435
200310,199197,162765,156560,337890,336476
200311,59057,288320,161506,303180,235652
200312,225124,284898,206631,149613,47760
200313,331116,215613,202355,199372,360646
200314,157332,218337,96077,156447,260859
200315,277107,39894,336254,283009,30389
200316,58580,236566,313920,277067,283764
200317,336221,156964,235870,234698,214631
200318,59057,161506,32001,87228,31520
200319,343256,293513,337143,199474,168564
200320,271262,57616,277492,313920,337192
200321,182394,272143,198659,175040,64329
200322,225010,271262,65991,58580,63694
200323,336254,39894,289003,157478,97530
200324,157332,218337,96077,156447,260859
200325,166583,224171,166585,164013,288841
200326,270607,245161,50504,96210,307566
200327,277492,289090,128260,336220,235854
200328,32088,20691,96210,57616,336245
200329,198659,199198,64329,199197,324823
200330,107301,198659,199198,64329,324823
200331,336254,277107,289003,331116,283009
200332,277492,119534,284096,235616,235854
200333,288548,137290,264523,174400,174796
200334,336221,234698,235616,289090,336220
200335,324311,331116,351876,351364,260660
200336,234698,336221,235870,156964,59057
200337,199197,162765,156560,337890,336476
200338,182474,202330,182173,183760,207963
200339,293513,158882,270607,245470,135775
200340,29840,360990,313434,29718,36208
200341,293301,224013,156654,257291,289126
200342,,,,,
200343,156301,277107,336254,352979,289003
200344,59057,141004,336223,288320,303180
200345,50864,233917,348111,65373,161160
200346,337192,352901,354086,341803,284096
200347,48145,47767,114824,47786,49012
200348,288440,57757,336245,337441,32088
200349,236610,284583,20691,57616,96210
200350,58580,313920,236566,284773,277067
200351,57966,277107,157478,97530,283009
200352,225010,271262,293513,58580,156296
200353,293301,214800,257291,276946,159762
200354,235854,354086,277492,284096,234698
200355,39894,283009,352979,336254,277107
200356,284583,96210,20691,236610,271262
200357,299767,96960,260941,352092,132475
200358,289090,336220,128260,277491,277492
200359,336254,289003,331116,30389,157478
200360,283009,336254,277107,39894,289003
200361,336476,348111,175040,233917,184238
200362,128260,277492,337192,183176,354086
200363,199198,272143,64329,174691,313620
200364,361681,331741,166129,320394,31540
200365,284583,293513,20691,96210,285377
200366,199197,162765,156560,337890,336476
200367,331116,218028,215613,202355,199372
200368,36162,277107,289003,336254,331116
200369,293513,284583,96210,20691,236610
200370,95716,234698,235870,315105,293218
200371,199197,284547,272143,235230,313431
200372,199197,336476,198659,64329,272143
200373,199197,97474,272143,313431,284547
200374,70591,183176,224354,235854,206735
200375,336254,289003,331116,157478,57966
200376,277079,234698,156964,336221,29953
200377,198659,199198,64329,324823,187065
200378,284851,14832,31533,9126,121312
200379,293513,199474,237822,270607,158882
200380,183176,119534,336220,277492,128260
200381,235616,336221,234698,32082,336220
200382,336476,348111,175040,233917,184238
200383,20691,96210,336245,96103,32088
200384,336254,277107,289003,283009,39894
200385,288528,199474,270607,337143,293513
200386,234698,336220,336221,235870,300082
200387,235616,336221,289090,234698,336220
200388,293114,123826,293050,96755,124350
200389,20035,362322,149695,61616,156296
200390,14868,16132,289373,15531,70755
200391,199197,235230,162765,348111,156560
200392,261612,20553,273309,352555,187067
200393,20691,336245,337441,183176,32088
200394,30389,352979,39894,336254,283009
200395,284583,236610,20691,57616,293513
200396,128260,277492,119534,289090,337192
200397,133160,307560,129434,124194,336380
200398,128260,277492,337192,354086,119534
200399,166583,224171,166585,164013,288841
200400,321612,319945,320699,284136,85318
200401,174500,264771,95716,161506,31836
200402,182256,95977,58891,338340,123289
200403,235616,336221,289090,234698,336220
200404,277107,336254,331116,30389,289003
200405,234698,235870,336221,29953,235616
200406,128260,288435,277492,119534,183176
200407,25424,272143,257831,107039,149623
200408,336254,277107,289003,331116,39894
200409,107151,107276,107196,159762,166200
200410,289003,336254,277107,39894,283009
200411,336254,30088,277107,39894,166322
200412,199197,136438,271551,133807,141054
200413,234698,336221,235616,300082,29953
200414,284583,271262,20691,236610,96210
200415,183176,128260,277492,289090,234698
200416,352637,64409,58715,173144,145706
200417,64409,282917,355159,304752,213947
200418,198659,199198,64329,324823,187065
200419,327497,327124,327535,236610,289034
200420,277492,284096,128260,336221,235854
200421,331116,202355,218028,337630,202559
200422,336220,128260,337192,277492,288435
200423,183176,128260,119534,307779,354086
200424,286336,283041,124723,283327,272143
200425,96505,288528,293513,199474,271262
200426,336254,289003,331116,157478,285849
200427,336223,288320,161506,161801,141004
200428,336254,157478,331116,289003,97530
200429,97614,97476,97108,97459,58333
200430,96210,336245,183176,285533,111043
200431,234698,336221,300082,235870,214631
200432,156964,58565,211415,166574,219926
200433,183176,128260,119534,277492,354086
200434,288320,59057,48403,31836,336223
200435,199198,198659,175040,272143,324823
200436,331116,277107,336254,289003,157478
200437,264771,251492,161506,48878,332019
200438,234698,235870,336221,64409,336220
200439,199197,272143,235230,129029,64329
200440,277107,336254,30389,331116,289003
200441,277492,354086,128260,97108,288435
200442,50864,233917,348111,65373,161160
200443,293114,124749,42112,96755,293050
200444,198659,199198,64329,324823,187065
200445,336221,156964,235870,234698,235616
200446,331116,289003,157478,57966,336254
200447,182394,272143,198659,175040,64329
200448,271262,65991,58580,236610,313920
200449,205824,70986,331116,218028,50644
200450,289003,336254,157478,331116,97530
200451,169156,65415,61790,207540,65753
200452,336254,277107,39894,352979,289003
200453,277492,235854,128260,156964,336221
200454,163705,250925,250430,277107,57523
200455,299767,178365,300755,32714,299834
200456,234698,336221,59057,300082,64409
200457,283009,336254,277107,39894,157478
200458,336254,277107,289003,39894,331116
200459,95716,336221,156964,235870,214631
200460,64409,234698,336221,235870,213947
200461,199197,272143,235230,129029,64329
200462,20691,284583,96210,236610,57616
200463,288320,59057,336223,48403,119193
200464,277107,336254,331116,289003,352979
200465,128260,119534,111043,277492,336221
200466,,,,,
200467,272934,71113,157332,265355,273281
200468,336476,348111,175040,233917,184238
200469,29764,313920,20691,277492,96210
200470,58580,225010,313920,271262,236566
200471,284583,236610,20691,57616,313920
200472,133160,336380,83534,108856,2764
200473,277107,336254,289003,352979,30389
200474,128260,277492,183176,119534,354086
200475,277492,354086,128260,288435,235854
200476,161506,191895,59057,270799,235652
200477,198659,293301,58606,233717,257291
200478,336254,277107,283009,39894,352979
200479,124748,123757,123909,233717,236951
200480,58580,236566,313920,277067,284583
200481,336476,348111,59829,182513,237464
200482,141204,140548,59829,96077,199197
200483,336221,156964,234698,300082,235870
200484,161506,161801,63307,235652,133160
200485,336221,156964,235870,214631,64409
200486,182394,272143,198659,175040,64329
200487,341821,336254,164099,277107,289003
200488,199197,162765,156560,337890,336476
200489,289090,336220,336221,156964,235616
200490,207757,225010,283764,208094,38625
200491,271262,225010,58619,58580,96210
200492,336221,234698,64409,235870,336220
200493,289003,39894,277107,336254,283009
200494,183176,128260,277492,119534,354086
200495,289003,277107,336254,39894,283009
200496,277107,283009,336254,39894,352979
200497,234698,336221,235870,277491,95716
200498,183176,128260,289090,277492,337192
200499,95716,234698,235870,235616,300082
200500,293513,20691,236610,284583,194289
200501,271262,20691,236610,96210,313920
200502,199197,272143,235230,129029,64329
200503,331116,336254,289003,157478,57966
200504,336934,293513,159275,158882,166129
200505,277492,289090,128260,337192,354086
200506,57616,293513,236610,20691,96210
200507,293114,83534,284985,338339,129434
200508,234698,336221,336220,95716,235870
200509,336254,289003,157478,97530,331116
200510,182394,272143,198659,175040,64329
200511,336254,289003,218028,157478,57966
200512,284583,293513,194289,20691,277067
200513,95716,234698,235616,235870,29953
200514,326859,272143,286161,285648,199197
200515,157332,218337,96077,156447,260859
200516,293050,96480,124350,128957,293062
200517,20691,284583,57616,96210,271262
200518,277107,283009,336254,39894,157478
200519,161506,191895,336223,270799,288320
200520,214800,293301,111210,159762,58606
200521,20691,284583,96210,236610,271262
200522,195839,107182,285808,337746,121834
200523,254856,255667,255741,254496,255970
200524,128260,337192,289090,277492,235854
200525,331116,336254,289003,157478,218028
200526,293513,194289,270607,96210,236610
200527,215641,352092,118683,7694,324823
200528,85024,79781,289090,85058,84074
200529,277107,331116,30389,336254,289003
200530,166583,224171,166585,164013,288841
200531,331116,218028,209236,162378,215613
200532,331116,96877,336254,277107,50494
200533,198659,199198,64329,324823,187065
200534,233717,111210,161100,136465,58606
200535,293301,284452,289126,233717,276946
200536,272143,199197,175040,199198,235230
200537,123909,276970,293301,95972,168623
200538,277107,336254,289003,283009,39894
200539,202388,224354,70591,183176,206735
200540,277107,336254,331116,30389,289003
200541,289090,336220,277492,277491,354086
200542,277107,336254,289003,202320,331116
200543,50494,163705,352979,42567,277107
200544,290325,20691,336245,277492,233742
200545,284422,124194,202478,236951,123289
200546,20691,336245,271262,337441,32088
200547,157332,218337,96077,156447,260859
200548,256026,255007,255188,255747,277107
200549,199197,272143,235230,129029,64329
200550,285343,336607,338015,286161,234189
200551,336220,277492,235854,128260,337192
200552,336254,277107,289003,283009,331116
200553,202652,225010,58580,57748,271262
200554,156625,276970,95972,168623,161425
200555,277107,336254,289003,283009,352979
200556,276970,123909,271921,257291,156625
200557,202383,,,,
200558,336221,235616,235870,289090,336220
200559,2303,199197,272143,64329,129029
200560,336254,157478,97530,177442,289003
200561,198659,199197,64329,199198,156560
200562,234698,336221,235870,156964,95716
200563,331116,202355,218028,215613,199372
200564,277107,336254,331116,289003,30389
200565,234698,336221,235870,156964,95716
200566,272218,129434,338339,160940,124749
200567,234698,235870,64409,336221,235616
200568,293513,270607,50504,245161,162107
200569,199197,162765,156560,337890,336476
200570,288320,59057,336223,48403,233595
200571,209236,218028,331116,162378,206785
200572,284583,20691,271262,57616,96210
200573,337192,336220,277492,354086,352901
200574,336221,128260,277492,354086,156964
200575,234698,336221,336220,289090,234269
200576,64409,234698,235870,336221,235616
200577,199197,313431,284547,271551,70646
200578,272143,199197,64329,156560,162765
200579,58580,283764,225010,236566,277067
200580,289090,336220,336221,277491,235616
200581,198659,199198,64329,324823,187065
200582,336254,289003,277107,283009,39894
200583,50864,233917,348111,65373,161160
200584,336254,277107,283009,289003,39894
200585,128260,277492,183176,119534,354086
200586,293050,123289,338340,123826,124350
200587,331116,208981,237822,208582,202355
200588,283009,336254,277107,157478,39894
200589,331116,202355,218028,206785,145300
200590,284583,236610,271262,283764,236566
200591,277107,336254,289003,283009,331116
200592,20691,336245,337441,32088,271262
200593,336254,289003,331116,194406,277107
200594,124748,124194,123757,124352,157078
200595,205824,202320,202381,207603,202355
200596,277107,336254,289003,39894,352979
200597,336254,277107,289003,157478,283009
200598,289090,336220,277492,128260,235854
200599,124350,123289,123757,124194,123290
200600,98853,106015,313189,62769,74547
200601,336476,2303,348111,175040,199198
200602,198659,199198,64329,324823,187065
200603,119534,183176,336220,277492,128260
200604,128260,277492,183176,119534,354086
200605,198659,199198,64329,324823,187065
200606,277107,39894,289003,352979,336254
200607,124228,123909,124748,271677,276970
200608,289003,336254,331116,157478,202355
200609,277492,190950,288435,128260,119534
200610,199198,272143,175040,199197,64329
200611,175040,272143,199198,199197,198659
200612,199197,162765,156560,337890,336476
200613,352979,39894,30389,336254,283009
200614,293301,214800,111210,276946,58606
200615,336221,234698,235870,129591,277491
200616,336254,289003,331116,157478,57966
200617,289003,336254,331116,157478,97530
200618,273157,224804,277492,234698,336221
200619,59057,214283,141004,285070,161506
200620,198659,199198,64329,324823,187065
200621,299767,178365,300755,32714,299834
200622,284422,283392,123289,293301,124350
200623,284583,271262,96210,293513,20691
200624,199197,313431,284547,96077,70646
200625,199197,156560,162765,156447,272143
200626,235616,234698,289090,336221,336220
200627,233997,316292,203890,264090,70999
200628,284583,20691,271262,96210,57616
200629,337735,313996,25325,272218,160940
200630,96210,288440,336245,271262,284583
200631,20691,271262,293513,225010,284583
200632,284096,96210,183176,277492,336245
200633,128260,277492,183176,288435,354086
200634,336221,235870,336220,289090,234698
200635,337735,25325,293050,124194,182256
200636,20691,15653,57616,271262,284583
200637,326936,277492,128260,183176,354086
200638,277107,289003,336254,331116,39894
200639,277492,119534,235854,128260,354086
200640,157332,218337,96077,156447,260859
200641,207758,50494,96877,159019,336254
200642,187005,195956,195804,166228,195773
200643,119534,288435,277492,183176,307779
200644,336254,331116,289003,218028,202355
200645,49282,79565,168743,293513,156296
200646,199197,162765,156560,337890,336476
200647,277107,336254,289003,331116,36162
200648,107302,199474,234281,307662,206763
200649,202493,207720,235430,49204,123289
200650,277107,39894,336254,30389,289003
200651,111043,96210,183176,119534,336245
200652,284985,338339,160940,272218,337735
200653,277107,336254,30389,289003,331116
200654,124748,123757,123909,293301,124352
200655,254408,327827,254388,42422,285648
200656,336254,277107,39894,289003,352979
200657,336380,83534,108856,2764,332385
200658,128260,183176,277492,288435,235854
200659,271262,225010,58580,183176,96210
200660,277492,354086,337192,128260,336220
200661,199197,162765,156560,337890,336476
200662,39894,352979,277107,283009,336254
200663,218028,214753,336254,61594,161856
200664,48403,95716,119193,59057,31836
200665,96244,284583,236610,57616,332198
200666,7694,273309,261612,341457,236688
200667,168623,199198,206211,208145,272143
200668,337192,277492,128260,354086,284096
200669,64409,213947,282917,157076,314578
200670,257683,212010,185764,191887,191959
200671,336254,289003,39894,157478,331116
200672,277107,336254,283009,289003,352979
200673,124748,124228,123289,123290,124350
200674,289003,202381,207603,206785,336254
200675,119534,277492,215674,183176,159938
200676,69033,239740,168784,2885,149695
200677,272143,257831,107039,149623,286161
200678,195992,194923,194780,284583,96210
200679,236645,234997,236766,236370,276946
200680,326859,182513,348134,272143,129029
200681,336254,289003,331116,157478,285849
200682,277107,283009,352979,39894,289003
200683,96210,336245,183176,283505,215993
200684,284583,236610,57616,20691,96210
200685,284422,276970,236444,123909,124194
200686,91367,123909,124225,285379,174463
200687,96210,336245,348112,183176,234698
200688,331116,97530,289003,157478,57966
200689,187156,96244,159197,271262,284583
200690,234698,95716,235870,336221,315105
200691,277107,336254,289003,331116,39894
200692,320545,277492,128260,354086,319470
200693,336254,277107,289003,205824,39894
200694,277492,337192,119534,128260,235854
200695,119534,183176,128260,277492,215674
200696,20691,57616,236610,336245,284583
200697,20691,336245,288440,183176,96210
200698,277492,128260,289090,336220,284096
200699,182394,272143,198659,175040,64329
200700,124194,284422,123289,236951,123909
200701,277107,39894,283009,336254,352979
200702,187065,129029,313431,285298,272143
200703,336254,289003,157478,331116,57966
200704,293155,331116,277377,292508,215613
200705,128260,277492,337192,183176,336221
200706,59057,288320,336223,31836,141004
200707,47846,48058,277162,331116,336254
200708,128260,277492,288435,354086,336220
200709,133160,129434,31520,123818,124352
200710,348111,272143,336476,199198,198659
200711,199198,198659,175040,272143,324823
200712,42770,234269,199279,157759,42223
200713,234698,95716,235870,336221,315105
200714,284583,20691,293513,236610,57616
200715,283009,336254,277107,39894,319653
200716,336254,283009,277107,157478,39894
200717,331116,31577,298685,218028,8902
200718,283009,336254,277107,289003,39894
200719,3241,2197,3464,241871,9032
200720,337192,354086,284096,277492,119534
200721,336254,331116,157478,289003,57966
200722,160940,337735,96755,141972,124749
200723,293513,50504,303216,304705,304190
200724,331116,218028,215613,202355,78748
200725,288440,20691,96210,336245,284583
200726,199197,162765,156560,337890,336476
200727,183176,119534,128260,354086,235854
200728,336221,156964,234698,235616,235870
200729,277107,336254,283009,289003,218355
200730,288293,198144,124194,157844,284422
200731,,,,,
200732,157332,218337,96077,156447,260859
200733,288320,336223,59057,119193,31836
200734,337192,336220,277492,183176,128260
200735,128260,119534,183176,277492,336220
200736,181893,320649,260849,181274,182575
200737,336254,218028,289003,214753,61594
200738,352979,39894,336254,289003,283009
200739,289003,331116,336254,158541,199372
200740,233717,199197,285095,156560,162765
200741,50864,233917,348111,65373,161160
200742,234698,95716,235870,336221,156964
200743,199197,162765,156560,337890,336476
200744,199197,162765,156560,337890,336476
200745,336476,348111,175040,233917,184238
200746,284985,83534,108856,2764,338339
200747,199197,162765,156560,64329,272143
200748,337143,199474,293513,96210,336245
200749,119534,277492,128260,288435,183176
200750,292901,30329,292581,32170,16639
200751,236951,293432,123909,284422,157844
200752,336254,331116,289003,30389,218028
200753,289003,336254,277107,157478,39894
200754,277107,331116,289003,57966,336254
200755,157332,218337,96077,156447,260859
200756,96210,239635,236512,237217,20691
200757,128260,277492,183176,354086,235870
200758,293513,20691,50504,57616,284583
200759,299767,96960,260941,352092,132475
200760,199198,272143,64329,174691,313620
200761,336254,289003,331116,157478,57966
200762,336476,348111,234359,59829,234832
200763,284583,293513,20691,96210,285377
200764,234698,235870,95716,336221,277491
200765,198659,199198,175040,272143,324823
200766,277107,157478,289003,283009,39894
200767,157478,336254,57966,97530,331116
200768,199032,276962,113916,336221,114496
200769,277107,336254,289003,283009,352979
200770,336254,289003,331116,57966,157478
200771,50864,233917,348111,65373,161160
200772,57757,51243,58898,57576,59225
200773,32088,284583,96210,271262,313920
200774,277492,354086,128260,337192,288435
200775,75844,336221,64409,354389,234698
200776,183176,119534,336220,277492,128260
200777,234698,95716,187035,300082,235616
